,picture,name,author,price,score,sum
228,https://img2.doubanio.com/view/subject/s/public/s28274132.jpg,认识电影:插图第11版,[美] 路易斯·贾内梯 ,[美] 路易斯·贾内梯 ,8.9,电影入门经典之作
229,https://img2.doubanio.com/view/subject/s/public/s25807032.jpg,会饮篇,[古希腊] 柏拉图 ,[古希腊] 柏拉图 ,9.3,
230,https://img9.doubanio.com/view/subject/s/public/s1073574.jpg,荆棘鸟,[澳] 考琳·麦卡洛 ,[澳] 考琳·麦卡洛 ,8.6,澳洲乱世情
231,https://img9.doubanio.com/view/subject/s/public/s2976745.jpg,金锁记,张爱玲 ,张爱玲 ,8.6,一个小商人家庭出身的女子曹七巧的心灵变迁历程
232,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg,不存在的骑士,[意] 伊塔洛·卡尔维诺 ,[意] 伊塔洛·卡尔维诺 ,8.9,
233,https://img9.doubanio.com/view/subject/s/public/s1069364.jpg,中国哲学简史,冯友兰 ,冯友兰 ,8.9,中国哲学入门书
234,https://img2.doubanio.com/view/subject/s/public/s29960161.jpg,显微镜下的大明,马伯庸 ,马伯庸 ,8.7,
235,https://img2.doubanio.com/view/subject/s/public/s29032782.jpg,在细雨中呼喊,余华 ,余华 ,8.8,
236,https://img9.doubanio.com/view/subject/s/public/s30025945.jpg,黑箱:日本之耻,[日]伊藤诗织 ,[日]伊藤诗织 ,8.9,
237,https://img1.doubanio.com/view/subject/s/public/s2516920.jpg,从一到无穷大:科学中的事实和臆测,[美] G. 伽莫夫 ,[美] G. 伽莫夫 ,9.1,科学中的事实和臆测
238,https://img1.doubanio.com/view/subject/s/public/s2522397.jpg,规训与惩罚:监狱的诞生,[法] 米歇尔·福柯 ,[法] 米歇尔·福柯 ,9.3,伴随着惩罚的人性化，自由反而日益丧失了
239,https://img9.doubanio.com/view/subject/s/public/s9110246.jpg,了不起的盖茨比,[美] 斯科特·菲茨杰拉德 ,[美] 斯科特·菲茨杰拉德 ,8.7,
240,https://img9.doubanio.com/view/subject/s/public/s33723475.jpg,父权制与资本主义,[日] 上野千鹤子 ,[日] 上野千鹤子 ,9.2,
241,https://img1.doubanio.com/view/subject/s/public/s27009357.jpg,哈姆莱特,[英] 莎士比亚 ,[英] 莎士比亚 ,8.7,生存还是毁灭，这是一个值得思考的问题
242,https://img2.doubanio.com/view/subject/s/public/s28095832.jpg,李光耀观天下,李光耀 ,李光耀 ,9.2,
243,https://img2.doubanio.com/view/subject/s/public/s32332471.jpg,时间的秩序,[意] 卡洛·罗韦利 ,[意] 卡洛·罗韦利 ,8.9,
244,https://img2.doubanio.com/view/subject/s/public/s3867373.jpg,香水:一个谋杀犯的故事,[德] 帕·聚斯金德 ,[德] 帕·聚斯金德 ,8.9,
245,https://img1.doubanio.com/view/subject/s/public/s1120437.jpg,夏洛的网,[美] E.B.怀特 ,[美] E.B.怀特 ,8.6,一个蜘蛛和小猪的故事，写给孩子，也写给大人
246,https://img2.doubanio.com/view/subject/s/public/s1993421.jpg,正见:佛陀的证悟,宗萨蒋扬钦哲仁波切 ,宗萨蒋扬钦哲仁波切 ,8.8,佛陀的证悟
247,https://img1.doubanio.com/view/subject/s/public/s26037307.jpg,繁花,金宇澄 ,金宇澄 ,8.7,海上繁花，请静观静读
248,https://img2.doubanio.com/view/subject/s/public/s29673011.jpg,跨越边界的社区（修订版）:北京“浙江村”的生活史,项飙 ,项飙 ,9.5,
249,https://img2.doubanio.com/view/subject/s/public/s29425921.jpg,步履不停,[日] 是枝裕和 ,[日] 是枝裕和 ,8.7,人生路上，步履不停，总有那么一点来不及
